Datetime,GB,AT,BE,DE,DK,ES,FI,FR,IE,IT,NIR,NL,NO,SE
2019-03-01,46.034948095910615,79.27738924766106,66.57015279134511,59.017639439981515,59.72550805536674,69.82379261248329,62.845013467693434,92.57421773761249,49.97902567387879,33.044623137620334,59.183909577627446,23.323453938728218,97.63346928124113,92.40864677935107
2019-04-01,44.60722924879919,82.91161225156436,66.1263585898671,51.81314470754086,54.223335753501146,66.53766650320425,69.12621258114332,93.9527059845569,45.47585722954517,34.57257129598773,51.70072023998783,24.01342711519134,97.3542932319364,93.42778307450149
2019-05-01,40.08485594285639,91.85779066037672,67.98498821980027,50.19868089332744,70.46909607243066,63.28746650876026,72.53621592947245,94.48805752636696,29.89670430880429,41.778976756187575,38.01684435168598,22.321152786571957,97.31018703067595,95.40727717877871
2019-06-01,39.91598028827569,90.85704000190158,61.93820923231852,53.637877158122215,77.15228826663845,57.60008515270134,78.14025186519477,94.4424847442202,32.65380617843108,42.59052955968106,40.617406513018054,21.14246559039983,97.18360425831435,97.13136351469764
2019-07-01,39.79724680979339,82.19992541009549,62.57587161790731,49.815030659902085,73.55114772307687,52.836559542821895,76.43128439112152,91.81830642841734,29.95401287781202,36.37963856252274,53.12157210975218,20.897933956976598,97.4448051564083,96.96669653273797
2019-08-01,49.01762355206542,79.67441035219716,67.27103106020304,48.84521210583022,64.57465713156382,52.05982927941041,74.96517454098705,92.9001601327384,43.64492120575379,35.062911015827844,64.65244878757366,23.804751831982454,97.51698995169076,96.71684658183852
2019-09-01,49.838596740422446,72.9924692858184,65.7274890714181,52.14649986760236,71.13195981347357,57.13953225127466,68.78119642633827,91.2136577134813,42.52309401030518,31.67875470187782,55.16393921376871,24.263509227857895,97.75373841794169,96.18952614703072
2019-10-01,48.24869574841041,64.87530897262343,55.782162299244185,50.44547511362904,59.272383455624066,53.74003768717426,65.48224622842655,91.0908573338526,51.87941961416652,27.87886177665718,56.01438489081478,20.7954665461797,97.84756990694751,95.0584447399734
2019-11-01,40.87340555293417,69.10552421557074,54.46976126025997,43.170284402453035,50.765584406193774,66.15595161821561,64.42283550436024,86.5804831908118,44.15481630128906,37.77401378276652,42.59596102621448,16.060859844723197,98.0518226117528,93.9525420010883
2019-12-01,49.01028023678503,67.24480696789314,64.70496256204828,54.70091648672686,57.233298894286776,71.97425609014843,68.16146888788221,90.561603115661,55.3844940278017,38.71911231894751,61.470238108786646,20.703483973219424,97.76989365351963,93.72945268855852
2020-01-01,51.61254626300048,55.34011715266771,56.93351037919799,52.05116287706861,62.47373577383826,67.45394167340008,70.66331997007202,89.07844871215354,55.881265412762545,29.331826623109418,68.81775398352372,21.44826281618284,97.52291489041873,94.34873412030286
2020-02-01,50.62117171023842,74.49728610625097,64.56349329269958,65.10755112362241,64.3095061818553,69.4340649992197,71.26516345765516,91.5227738944269,68.94807101077883,34.41317554966251,72.32659578372956,29.845904172298937,97.54444933297324,94.94483098160288
2020-03-01,52.1235525846808,75.12141981221288,64.20141318293969,59.52040682787495,59.626248644454826,77.38420908650913,71.17371008324601,91.53303142335554,55.977014906664294,37.269938659000026,60.180546062251004,30.545520388243503,97.66246864884195,95.54013824984953
2020-04-01,54.52578836435128,84.98659425443282,68.51499760037743,62.34612314920541,64.12300806123974,74.13832620159417,72.27809932895427,97.28319685325535,33.06765117851822,44.171053083402555,49.85941374609972,32.360965441000886,97.4735093113918,96.5234256012144
2020-05-01,48.037896620607164,93.3733734324688,65.41285133490159,58.67394866089671,67.9122942840636,72.3621399186583,73.92437846914754,95.49294270266545,41.90071519969747,50.3907124533521,45.00600339097241,29.75418662935964,97.79612412621955,96.14989717255308
2020-06-01,47.25829068968688,94.00840183128747,54.0309607777939,53.77519152411126,64.96590319328341,64.77596750765588,75.65063833620145,91.45483346746614,42.393089321770795,46.016623164703915,48.459041983779066,23.83901093276208,97.50070633726462,95.96056673777538
2020-07-01,46.61188565122336,87.94204891055479,49.170721918862526,52.66131429503276,76.15033109839996,61.60365509075526,80.32112759507294,90.6908079048833,43.410015438493716,37.476048325423385,46.28979897870969,22.458929956416988,97.76489029362227,96.6661596247673
2020-08-01,46.78639214787973,87.84013327125436,50.719552849244245,51.08304468677891,63.83404593412112,62.56823143912917,74.8497010324095,90.86464526511625,38.41684630271915,36.81333444874543,40.560270586240435,23.257548220738308,97.89743501811495,96.56694379305485
2020-09-01,51.955327532665095,87.83268476810458,57.16189011172904,47.16398378890475,67.56975360595978,62.50347642839702,72.92047247088537,89.5596556810743,40.186288060824054,34.48917644966966,52.38414946018135,24.649708521957425,98.78199042321667,95.89534702584481
2020-10-01,48.85511856542679,81.15557943569479,62.8511002564352,52.284708190077666,67.65268534434867,70.56807732410742,69.85320549225293,92.96516358658118,52.65083627201646,39.82191387108505,61.70504543360551,29.628914420219925,99.73942499181018,95.45890509092916
2020-11-01,47.36643640472928,70.7342187654291,62.04683792397609,44.05763639126272,60.51664224653024,66.2580372044984,74.34791375847145,89.07271157010126,50.7841478450903,30.195342542888344,56.89213803967902,25.986079428721077,99.33982229456889,95.52078662890948
2020-12-01,49.13181991795039,65.12041008729864,59.488693759021636,45.31005922614458,47.95290428024112,75.14042159752684,66.96120839412025,89.3663150081508,55.86257514243715,31.316442113215825,52.5798831160189,24.3571050107997,99.48247126856855,94.62367460232068
