Datetime,GB,BE,NO,NL,FR,IE,DK,DE,NIR
2024-08-01,0.5267020813320855,0.6098612010006961,0.9812071342866349,0.26546136451783475,0.9742364922459146,0.660466018764219,0.890263674677501,0.7348790924241805,0.5466678196968223
2024-09-01,0.547746425720895,0.5749355810923744,0.9839965401606724,0.26546136680851146,0.9697051888748707,0.6798350446973043,0.935001805691686,0.757119032998871,0.5466671091614006
2024-10-01,0.4781556694113629,0.43733385507296696,0.9848460266832307,0.2654613649789208,0.9330275883017171,0.7429068799315928,0.7989127683133115,0.7281143501339143,0.5466669432068647
2024-11-01,0.4402504223907416,0.3730540086780533,0.9856423767968222,0.2654613664402365,0.9081490440930121,0.7919062259816252,0.7224297480634951,0.6264280128820052,0.5466672592709604
2024-12-01,0.47428984979256145,0.4923840775872871,0.9789962026631569,0.2654613652730664,0.9538710215813234,0.8271337868903256,0.7080495219757603,0.7821021079783437,0.5466671943571487
2025-01-01,0.44618484780143464,0.5231186437280245,0.9845040451814727,0.265461366205299,0.9518670140813197,0.7755644531702612,0.7642733486771902,0.7396553379895693,0.5466670321798115
2025-02-01,0.48520739946308084,0.5113645810786275,0.9820882564588016,0.2654613654607138,0.9422169072818181,0.8492151475713261,0.7695808633476129,0.8538553717246233,0.5466672240222273
2025-03-01,0.5099155597702826,0.6175852531821916,0.9747569735600822,0.2654613660554228,0.9709051313372986,0.7865567267086466,0.8232382747407926,0.8662600046622564,0.5466671881801952
2025-04-01,0.5023768283296416,0.6905945477502481,0.9742990706042234,0.2654613655804217,1,0.7621252677509438,0.8586854943559393,0.8625647353384467,0.5466671162553374
2025-05-01,0.4824746539925527,0.7314880641350167,0.9801990156652788,0.26546136595981074,1,0.6269458560206238,0.9681374103215964,0.860300323817104,0.5466669880130084
2025-06-01,0.4635686050258653,0.6867544269895128,0.9805587377411489,0.26546136565678824,1,0.6107841758422673,1,0.8478326838036405,0.5466670111137552
2025-07-01,0.44979563117789073,0.6171140512169566,0.9769271006087249,0.2654613658988159,0.9770706890001164,0.5948519192227546,0.9616281306248208,0.7757768910531363,0.5466670982780075
2025-08-01,0.5190061674553985,0.6223633388155392,0.9813474214533381,0.26546136570550555,0.9830688117650244,0.7198973074875004,0.9200681174439712,0.7737345416189086,0.5466672202750028
2025-09-01,0.532758422287655,0.589127277015035,0.9841372285426727,0.2654613658599048,0.9752206453137066,0.7333808581872349,0.9655756761670926,0.7971437669601051,0.5466671490521096
2025-10-01,0.48328654852332403,0.4463846857256112,0.984986835433757,0.26546136573658424,0.9374080665466835,0.7947540840833776,0.8283865432750972,0.7661483652394949,0.5466671324171019
2025-11-01,0.43191629592334524,0.3798935117851427,0.9857832986959708,0.26546136583508184,0.9135337612494493,0.8352554561015355,0.7511798118481967,0.6585552354368275,0.5466671640988431
2025-12-01,0.4863910619280906,0.49509438665776045,0.9791361732616528,0.2654613657564107,0.9605733306524494,0.8719150787299796,0.7407492887724254,0.8222874829742586,0.5466671575919901
